RatingId,UserId,UrbanTreasureId,RatingValue,CreatedAt
55,3,1,5,9/12/2024 2:35:06 PM
56,2,1,5,8/22/2024 2:35:06 PM
57,3,1,3,5/17/2024 2:35:06 PM
58,4,1,5,2/24/2025 2:35:06 PM
59,1,1,3,3/30/2024 2:35:06 PM
60,3,1,3,2/6/2025 2:35:06 PM
61,3,1,1,9/7/2024 2:35:06 PM
62,4,1,5,2/22/2025 2:35:06 PM
63,4,1,1,12/25/2024 2:35:06 PM
64,5,1,1,9/28/2024 2:35:06 PM
65,7,1,2,9/7/2024 2:35:06 PM
66,6,1,1,10/16/2024 2:35:06 PM
67,6,1,4,8/30/2024 2:35:06 PM
68,7,1,5,9/11/2024 2:35:06 PM
69,3,1,2,7/1/2024 2:35:06 PM
70,5,1,2,1/17/2025 2:35:06 PM
71,2,1,5,6/14/2024 2:35:06 PM
72,2,1,1,6/18/2024 2:35:06 PM
73,7,1,5,12/25/2024 2:35:06 PM
74,3,1,5,7/16/2024 2:35:06 PM
75,6,1,4,7/20/2024 2:35:06 PM
76,1,1,4,3/2/2025 2:35:06 PM
77,5,1,3,3/27/2025 2:35:06 PM
78,1,1,4,7/9/2024 2:35:06 PM
79,1,1,2,8/27/2024 2:35:06 PM
80,3,1,2,5/30/2024 2:35:06 PM
81,6,1,4,8/4/2024 2:35:06 PM
82,6,1,2,9/16/2024 2:35:06 PM
83,7,1,5,3/7/2025 2:35:06 PM
84,5,1,2,7/15/2024 2:35:06 PM
85,2,1,1,5/1/2024 2:35:06 PM
86,7,1,2,2/11/2025 2:35:06 PM
87,4,1,4,11/16/2024 2:35:06 PM
88,3,1,1,8/1/2024 2:35:06 PM
89,6,1,5,9/23/2024 2:35:06 PM
90,1,1,5,4/13/2024 2:35:06 PM
91,3,1,1,7/25/2024 2:35:06 PM
92,7,1,1,12/24/2024 2:35:06 PM
93,3,1,2,8/31/2024 2:35:06 PM
94,2,1,1,11/6/2024 2:35:06 PM
95,3,1,3,2/8/2025 2:35:06 PM
96,6,1,4,5/6/2024 2:35:06 PM
97,2,1,2,6/10/2024 2:35:06 PM
98,1,1,2,4/8/2024 2:35:06 PM
99,1,1,5,2/13/2025 2:35:06 PM
100,2,1,1,1/5/2025 2:35:06 PM
101,4,1,3,6/30/2024 2:35:06 PM
102,1,1,3,4/3/2024 2:35:06 PM
103,3,1,1,11/12/2024 2:35:06 PM
104,6,1,1,10/2/2024 2:35:06 PM
105,7,1,1,1/19/2025 2:35:06 PM
106,2,1,5,7/18/2024 2:35:06 PM
107,3,1,4,4/9/2024 2:35:06 PM
108,7,1,1,3/26/2025 2:35:06 PM
109,1,1,4,11/19/2024 2:35:06 PM
110,4,1,3,7/19/2024 2:35:06 PM
111,3,1,5,3/20/2025 2:35:06 PM
112,3,1,5,11/3/2024 2:35:06 PM
113,6,1,5,4/29/2024 2:35:06 PM
114,4,1,4,3/23/2025 2:35:06 PM
115,5,1,5,7/3/2024 2:35:06 PM
116,3,1,5,5/14/2024 2:35:06 PM
117,5,1,4,7/6/2024 2:35:06 PM
118,6,1,5,12/29/2024 2:35:06 PM
119,5,1,1,11/17/2024 2:35:06 PM
120,7,1,2,3/4/2025 2:35:06 PM
121,1,1,1,8/22/2024 2:35:06 PM
122,4,1,5,11/11/2024 2:35:06 PM
123,6,1,4,6/30/2024 2:35:06 PM
124,1,1,5,3/9/2025 2:35:06 PM
125,2,1,2,4/2/2024 2:35:06 PM
126,5,1,4,11/27/2024 2:35:06 PM
127,2,1,1,7/13/2024 2:35:06 PM
128,4,1,2,3/20/2025 2:35:06 PM
129,1,1,5,10/28/2024 2:35:06 PM
130,7,1,4,2/17/2025 2:35:06 PM
131,2,1,4,10/30/2024 2:35:06 PM
132,3,1,4,10/18/2024 2:35:06 PM
133,1,1,5,3/9/2025 2:35:06 PM
134,5,1,3,7/2/2024 2:35:06 PM
135,5,1,2,3/21/2025 2:35:06 PM
136,3,1,3,3/23/2025 2:35:06 PM
137,6,1,4,4/5/2024 2:35:06 PM
138,5,1,2,1/10/2025 2:35:06 PM
139,3,1,4,6/27/2024 2:35:06 PM
140,7,1,3,2/25/2025 2:35:06 PM
141,4,1,2,11/28/2024 2:35:06 PM
142,1,1,2,5/19/2024 2:35:06 PM
143,3,1,1,4/3/2024 2:35:06 PM
144,2,1,5,1/24/2025 2:35:06 PM
145,5,1,1,2/25/2025 2:35:06 PM
146,3,1,1,11/15/2024 2:35:06 PM
147,3,1,1,2/5/2025 2:35:06 PM
148,3,1,4,9/30/2024 2:35:06 PM
149,5,1,2,8/20/2024 2:35:06 PM
150,2,1,5,7/26/2024 2:35:06 PM
151,1,1,2,3/4/2025 2:35:06 PM
152,3,1,3,2/13/2025 2:35:06 PM
153,3,1,4,11/27/2024 2:35:06 PM
154,4,1,4,4/27/2024 2:35:06 PM
155,6,1,5,11/25/2024 2:35:06 PM
156,6,1,1,5/24/2024 2:35:06 PM
157,5,1,3,10/16/2024 2:35:06 PM
158,3,1,3,7/19/2024 2:35:06 PM
159,5,1,1,10/9/2024 2:35:06 PM
160,1,1,1,7/29/2024 2:35:06 PM
161,3,1,5,2/27/2025 2:35:06 PM
162,3,1,1,5/20/2024 2:35:06 PM
163,1,1,5,12/1/2024 2:35:06 PM
164,2,1,3,6/15/2024 2:35:06 PM
165,6,1,4,5/10/2024 2:35:06 PM
166,4,1,1,11/19/2024 2:35:06 PM
167,4,1,4,9/6/2024 2:35:06 PM
168,7,1,2,6/10/2024 2:35:06 PM
169,2,1,3,10/1/2024 2:35:06 PM
170,7,1,4,4/1/2024 2:35:06 PM
171,5,1,5,10/26/2024 2:35:06 PM
172,5,1,3,11/18/2024 2:35:06 PM
173,1,1,4,11/1/2024 2:35:06 PM
174,1,1,1,9/21/2024 2:35:06 PM
175,3,1,2,9/20/2024 2:35:06 PM
176,2,1,1,10/30/2024 2:35:06 PM
177,1,1,4,12/17/2024 2:35:06 PM
178,5,1,1,10/12/2024 2:35:06 PM
179,3,1,3,12/11/2024 2:35:06 PM
180,4,1,4,2/9/2025 2:35:06 PM
181,1,1,5,3/26/2025 2:35:06 PM
182,6,1,4,4/1/2024 2:35:06 PM
183,6,1,1,4/11/2024 2:35:06 PM
184,6,1,3,6/18/2024 2:35:06 PM
185,3,1,1,10/14/2024 2:35:06 PM
186,6,1,1,1/26/2025 2:35:06 PM
187,7,1,1,3/2/2025 2:35:06 PM
188,7,1,3,12/31/2024 2:35:06 PM
189,6,1,4,7/7/2024 2:35:06 PM
190,7,1,1,8/17/2024 2:35:06 PM
191,6,1,4,12/24/2024 2:35:06 PM
192,7,1,3,11/15/2024 2:35:06 PM
193,5,1,4,9/15/2024 2:35:06 PM
194,4,1,4,8/3/2024 2:35:06 PM
195,6,1,1,11/29/2024 2:35:06 PM
196,6,1,1,11/5/2024 2:35:06 PM
197,1,1,1,2/3/2025 2:35:06 PM
198,6,1,1,1/26/2025 2:35:06 PM
199,6,1,2,9/11/2024 2:35:06 PM
200,3,1,2,8/19/2024 2:35:06 PM
201,5,1,3,3/31/2024 2:35:06 PM
202,4,1,2,8/2/2024 2:35:06 PM
203,2,1,3,9/7/2024 2:35:06 PM
204,5,1,3,12/26/2024 2:35:06 PM
205,4,1,1,3/8/2025 2:35:06 PM
206,3,1,1,7/10/2024 2:35:06 PM
207,4,1,2,5/25/2024 2:35:06 PM
208,4,1,1,5/31/2024 2:35:06 PM
209,4,1,3,10/26/2024 2:35:06 PM
210,6,1,1,11/12/2024 2:35:06 PM
211,6,1,4,8/12/2024 2:35:06 PM
212,2,1,5,11/16/2024 2:35:06 PM
213,4,1,1,1/4/2025 2:35:06 PM
214,7,1,1,3/16/2025 2:35:06 PM
215,6,1,1,4/12/2024 2:35:06 PM
216,4,1,5,4/20/2024 2:35:06 PM
217,1,1,4,12/16/2024 2:35:06 PM
218,2,1,3,5/14/2024 2:35:06 PM
219,4,1,3,8/30/2024 2:35:06 PM
220,7,1,2,9/15/2024 2:35:06 PM
221,3,1,5,5/31/2024 2:35:06 PM
222,2,1,1,12/22/2024 2:35:06 PM
223,5,1,2,7/16/2024 2:35:06 PM
224,2,1,4,9/19/2024 2:35:06 PM
225,2,1,1,4/22/2024 2:35:06 PM
226,3,1,4,11/13/2024 2:35:06 PM
227,4,1,5,1/3/2025 2:35:06 PM
228,1,1,5,3/10/2025 2:35:06 PM
229,1,1,3,1/3/2025 2:35:06 PM
230,5,1,2,1/7/2025 2:35:06 PM
231,5,1,3,3/26/2025 2:35:06 PM
232,3,1,5,8/1/2024 2:35:06 PM
233,7,1,2,8/17/2024 2:35:06 PM
234,4,1,4,10/23/2024 2:35:06 PM
235,1,1,2,12/27/2024 2:35:06 PM
236,6,1,3,9/19/2024 2:35:06 PM
237,5,1,5,11/8/2024 2:35:06 PM
238,5,1,5,1/21/2025 2:35:06 PM
239,5,1,3,8/20/2024 2:35:06 PM
240,4,1,5,9/11/2024 2:35:06 PM
241,1,1,3,12/9/2024 2:35:06 PM
242,6,1,1,9/4/2024 2:35:06 PM
243,3,1,4,3/9/2025 2:35:06 PM
244,6,1,5,4/7/2024 2:35:06 PM
245,4,1,5,12/26/2024 2:35:06 PM
246,3,1,2,12/3/2024 2:35:06 PM
247,3,1,4,8/31/2024 2:35:06 PM
248,2,1,2,8/31/2024 2:35:06 PM
249,2,1,2,2/15/2025 2:35:06 PM
250,3,1,4,4/7/2024 2:35:06 PM
251,1,1,1,6/22/2024 2:35:06 PM
252,4,1,1,9/16/2024 2:35:06 PM
253,6,1,1,1/12/2025 2:35:06 PM
254,4,1,3,1/31/2025 2:35:06 PM
255,4,1,3,4/16/2024 2:35:06 PM
256,2,1,3,2/24/2025 2:35:06 PM
257,1,1,5,3/10/2025 2:35:06 PM
258,4,1,2,12/25/2024 2:35:06 PM
259,5,1,5,6/24/2024 2:35:06 PM
260,3,1,2,3/8/2025 2:35:06 PM
261,5,1,5,8/12/2024 2:35:06 PM
262,7,1,4,3/22/2025 2:35:06 PM
263,2,1,4,3/1/2025 2:35:06 PM
264,1,1,2,12/15/2024 2:35:06 PM
265,6,1,4,2/7/2025 2:35:06 PM
266,7,1,5,9/14/2024 2:35:06 PM
267,4,1,2,6/23/2024 2:35:06 PM
268,1,1,3,6/30/2024 2:35:06 PM
269,3,1,5,7/23/2024 2:35:06 PM
270,5,1,5,5/15/2024 2:35:06 PM
271,7,1,2,6/7/2024 2:35:06 PM
272,4,1,3,9/28/2024 2:35:06 PM
273,1,1,4,4/24/2024 2:35:06 PM
274,2,1,4,10/26/2024 2:35:06 PM
275,5,1,3,6/19/2024 2:35:06 PM
276,5,1,5,2/13/2025 2:35:06 PM
277,3,1,3,11/4/2024 2:35:06 PM
278,1,1,1,1/4/2025 2:35:06 PM
279,1,1,1,9/13/2024 2:35:06 PM
280,7,1,4,7/6/2024 2:35:06 PM
281,4,1,5,2/25/2025 2:35:06 PM
282,1,1,3,11/23/2024 2:35:06 PM
283,3,1,2,8/7/2024 2:35:06 PM
284,3,1,1,10/24/2024 2:35:06 PM
285,2,1,1,5/3/2024 2:35:06 PM
286,6,1,1,1/17/2025 2:35:06 PM
287,1,1,5,1/13/2025 2:35:06 PM
288,3,1,5,7/4/2024 2:35:06 PM
289,2,1,1,8/7/2024 2:35:06 PM
290,4,1,1,12/11/2024 2:35:06 PM
291,2,1,1,2/25/2025 2:35:06 PM
292,4,1,5,7/30/2024 2:35:06 PM
293,3,1,5,12/19/2024 2:35:06 PM
294,3,1,5,11/29/2024 2:35:06 PM
295,6,1,1,9/28/2024 2:35:06 PM
296,6,1,3,5/29/2024 2:35:06 PM
297,1,1,2,7/27/2024 2:35:06 PM
298,1,1,2,9/9/2024 2:35:06 PM
299,7,1,3,1/17/2025 2:35:06 PM
300,1,1,1,4/27/2024 2:35:06 PM
301,5,1,2,4/7/2024 2:35:06 PM
302,5,1,4,11/2/2024 2:35:06 PM
303,1,1,1,5/31/2024 2:35:06 PM
304,6,1,1,10/15/2024 2:35:06 PM
305,2,1,3,4/12/2024 2:35:06 PM
306,1,1,1,8/12/2024 2:35:06 PM
307,4,1,2,10/31/2024 2:35:06 PM
308,1,1,1,10/31/2024 2:35:06 PM
309,7,1,5,7/25/2024 2:35:06 PM
310,7,1,2,10/13/2024 2:35:06 PM
311,6,1,3,2/22/2025 2:35:06 PM
312,3,1,2,7/11/2024 2:35:06 PM
313,7,1,5,1/4/2025 2:35:06 PM
314,4,1,5,7/21/2024 2:35:06 PM
315,1,1,5,4/1/2024 2:35:06 PM
316,6,1,5,7/15/2024 2:35:06 PM
317,7,1,3,12/16/2024 2:35:06 PM
318,3,1,5,8/5/2024 2:35:06 PM
319,1,1,3,1/30/2025 2:35:06 PM
320,7,1,2,6/19/2024 2:35:06 PM
321,7,1,5,9/17/2024 2:35:06 PM
322,2,1,2,8/30/2024 2:35:06 PM
323,2,1,5,12/12/2024 2:35:06 PM
324,5,1,1,6/25/2024 2:35:06 PM
325,3,1,4,6/5/2024 2:35:06 PM
326,2,1,2,11/10/2024 2:35:06 PM
327,1,1,3,8/3/2024 2:35:06 PM
328,3,1,1,8/17/2024 2:35:06 PM
329,3,1,1,2/16/2025 2:35:06 PM
330,7,1,3,4/30/2024 2:35:06 PM
331,2,1,3,4/11/2024 2:35:06 PM
332,6,1,3,11/27/2024 2:35:06 PM
333,4,1,3,3/8/2025 2:35:06 PM
334,4,1,2,5/31/2024 2:35:06 PM
335,2,1,5,1/2/2025 2:35:06 PM
336,2,1,3,7/3/2024 2:35:06 PM
337,6,1,2,12/27/2024 2:35:06 PM
338,6,1,4,12/21/2024 2:35:06 PM
339,7,1,1,6/29/2024 2:35:06 PM
340,1,1,3,11/27/2024 2:35:06 PM
341,7,1,5,4/23/2024 2:35:06 PM
342,6,1,4,6/9/2024 2:35:06 PM
343,7,1,5,1/19/2025 2:35:06 PM
344,2,1,3,1/8/2025 2:35:06 PM
345,1,1,2,4/24/2024 2:35:06 PM
346,2,1,1,2/13/2025 2:35:06 PM
347,3,1,1,2/24/2025 2:35:06 PM
348,6,1,2,1/27/2025 2:35:06 PM
349,6,1,3,3/20/2025 2:35:06 PM
350,4,1,5,12/23/2024 2:35:06 PM
351,3,1,4,4/20/2024 2:35:06 PM
352,5,1,5,9/15/2024 2:35:06 PM
353,7,1,5,8/16/2024 2:35:06 PM
354,4,1,3,1/4/2025 2:35:06 PM
355,3,1,4,10/1/2024 2:35:06 PM
356,1,1,2,1/20/2025 2:35:06 PM
357,7,1,2,12/7/2024 2:35:06 PM
358,5,1,1,5/17/2024 2:35:06 PM
359,4,1,4,10/4/2024 2:35:06 PM
360,3,1,3,9/30/2024 2:35:06 PM
361,6,1,2,5/15/2024 2:35:06 PM
362,4,1,2,8/23/2024 2:35:06 PM
363,1,1,1,7/10/2024 2:35:06 PM
364,6,1,3,1/5/2025 2:35:06 PM
365,1,1,3,5/17/2024 2:35:06 PM
366,3,1,5,11/26/2024 2:35:06 PM
367,2,1,1,8/6/2024 2:35:06 PM
368,4,1,1,4/9/2024 2:35:06 PM
369,1,1,5,12/20/2024 2:35:06 PM
370,2,1,5,12/26/2024 2:35:06 PM
371,1,1,2,10/9/2024 2:35:06 PM
372,4,1,2,9/22/2024 2:35:06 PM
373,5,1,1,6/28/2024 2:35:06 PM
374,4,1,5,11/17/2024 2:35:06 PM
375,6,1,1,3/1/2025 2:35:06 PM
376,3,1,4,4/25/2024 2:35:06 PM
377,7,1,2,11/12/2024 2:35:06 PM
378,2,1,3,5/1/2024 2:35:06 PM
379,3,1,4,5/9/2024 2:35:06 PM
380,3,1,1,5/29/2024 2:35:06 PM
381,1,1,5,5/7/2024 2:35:06 PM
382,2,1,1,2/11/2025 2:35:06 PM
383,6,1,1,2/15/2025 2:35:06 PM
384,5,1,3,2/10/2025 2:35:06 PM
385,4,1,4,9/24/2024 2:35:06 PM
386,1,1,4,11/11/2024 2:35:06 PM
387,1,1,5,4/21/2024 2:35:06 PM
388,2,1,4,6/8/2024 2:35:06 PM
389,2,1,1,12/20/2024 2:35:06 PM
390,2,1,3,7/7/2024 2:35:06 PM
391,3,1,2,11/8/2024 2:35:06 PM
392,7,1,1,8/14/2024 2:35:06 PM
393,7,1,2,5/1/2024 2:35:06 PM
394,5,1,3,10/28/2024 2:35:06 PM
395,4,1,5,5/28/2024 2:35:06 PM
396,7,1,1,3/4/2025 2:35:06 PM
397,6,1,2,8/27/2024 2:35:06 PM
398,7,1,4,4/8/2024 2:35:06 PM
399,6,1,2,2/17/2025 2:35:06 PM
400,5,1,1,8/17/2024 2:35:06 PM
401,6,1,1,7/22/2024 2:35:06 PM
402,3,1,5,2/19/2025 2:35:06 PM
403,4,1,5,10/1/2024 2:35:06 PM
404,4,1,2,11/2/2024 2:35:06 PM
405,4,1,1,1/25/2025 2:35:06 PM
406,7,1,3,7/21/2024 2:35:06 PM
407,7,1,3,12/18/2024 2:35:06 PM
408,5,1,1,6/13/2024 2:35:06 PM
409,4,1,4,3/8/2025 2:35:06 PM
410,2,1,4,5/14/2024 2:35:06 PM
411,4,1,1,7/15/2024 2:35:06 PM
412,7,1,3,12/2/2024 2:35:06 PM
413,1,1,2,11/5/2024 2:35:06 PM
414,6,1,3,1/30/2025 2:35:06 PM
415,4,1,5,4/14/2024 2:35:06 PM
416,7,1,1,5/15/2024 2:35:06 PM
417,6,1,3,1/27/2025 2:35:06 PM
418,6,1,3,9/2/2024 2:35:06 PM
419,1,1,5,1/7/2025 2:35:06 PM
420,7,1,1,5/7/2024 2:35:06 PM
421,5,1,2,2/1/2025 2:35:06 PM
422,4,1,4,1/15/2025 2:35:06 PM
423,6,1,2,10/11/2024 2:35:06 PM
424,5,1,1,11/3/2024 2:35:06 PM
425,1,1,1,12/23/2024 2:35:06 PM
426,2,1,3,5/14/2024 2:35:06 PM
427,1,1,4,10/20/2024 2:35:06 PM
428,6,1,5,12/21/2024 2:35:06 PM
429,5,1,5,7/19/2024 2:35:06 PM
430,3,1,3,2/25/2025 2:35:06 PM
431,6,1,1,5/21/2024 2:35:06 PM
432,3,1,2,6/1/2024 2:35:06 PM
433,6,1,3,12/1/2024 2:35:06 PM
434,2,1,5,9/24/2024 2:35:06 PM
435,7,1,1,3/31/2024 2:35:06 PM
436,3,1,1,8/3/2024 2:35:06 PM
437,7,1,4,3/16/2025 2:35:06 PM
438,4,1,3,4/27/2024 2:35:06 PM
439,3,1,1,5/29/2024 2:35:06 PM
440,5,1,5,10/10/2024 2:35:06 PM
441,7,1,4,9/23/2024 2:35:06 PM
442,4,1,4,9/18/2024 2:35:06 PM
443,3,1,5,1/7/2025 2:35:06 PM
444,7,1,2,2/26/2025 2:35:06 PM
445,1,1,3,9/24/2024 2:35:06 PM
446,1,1,2,10/23/2024 2:35:06 PM
447,5,1,3,4/12/2024 2:35:06 PM
448,3,1,5,3/28/2025 2:35:06 PM
449,7,1,1,5/26/2024 2:35:06 PM
450,4,1,2,6/21/2024 2:35:06 PM
451,3,1,5,6/23/2024 2:35:06 PM
452,6,1,2,12/24/2024 2:35:06 PM
453,4,1,2,10/23/2024 2:35:06 PM
454,5,1,2,3/6/2025 2:35:06 PM
455,2,1,1,3/13/2025 2:35:06 PM
456,7,1,3,10/10/2024 2:35:06 PM
457,3,1,3,12/10/2024 2:35:06 PM
458,6,1,3,6/4/2024 2:35:06 PM
459,3,1,2,8/22/2024 2:35:06 PM
460,7,1,3,3/24/2025 2:35:06 PM
461,3,1,5,11/27/2024 2:35:06 PM
462,6,1,2,12/13/2024 2:35:06 PM
463,4,1,2,6/6/2024 2:35:06 PM
464,1,1,2,2/7/2025 2:35:06 PM
465,3,1,2,4/6/2024 2:35:06 PM
466,5,1,5,6/16/2024 2:35:06 PM
467,7,1,2,12/6/2024 2:35:06 PM
468,1,1,2,3/21/2025 2:35:06 PM
469,3,1,4,8/9/2024 2:35:06 PM
470,6,1,4,3/11/2025 2:35:06 PM
471,3,1,1,6/27/2024 2:35:06 PM
472,4,1,1,6/1/2024 2:35:06 PM
473,7,1,3,6/17/2024 2:35:06 PM
474,2,1,2,10/14/2024 2:35:06 PM
475,7,1,2,12/21/2024 2:35:06 PM
476,6,1,5,7/11/2024 2:35:06 PM
477,5,1,5,6/2/2024 2:35:06 PM
478,1,1,4,1/6/2025 2:35:06 PM
479,1,1,2,3/2/2025 2:35:06 PM
480,5,1,1,7/10/2024 2:35:06 PM
481,3,1,3,11/29/2024 2:35:06 PM
482,2,1,5,8/10/2024 2:35:06 PM
483,3,1,1,11/30/2024 2:35:06 PM
484,2,1,4,8/14/2024 2:35:06 PM
485,6,1,4,5/28/2024 2:35:06 PM
486,1,1,2,3/20/2025 2:35:06 PM
487,4,1,4,2/26/2025 2:35:06 PM
488,4,1,4,12/4/2024 2:35:06 PM
489,6,1,1,12/26/2024 2:35:06 PM
490,2,1,5,7/11/2024 2:35:06 PM
491,3,1,4,11/25/2024 2:35:06 PM
492,5,1,5,1/26/2025 2:35:06 PM
493,5,1,3,1/30/2025 2:35:06 PM
494,6,1,2,2/24/2025 2:35:06 PM
495,6,1,3,9/19/2024 2:35:06 PM
496,5,1,1,5/23/2024 2:35:06 PM
497,4,1,2,11/1/2024 2:35:06 PM
498,2,1,4,11/20/2024 2:35:06 PM
499,2,1,1,1/21/2025 2:35:06 PM
500,4,1,2,4/12/2024 2:35:06 PM
501,3,1,2,5/11/2024 2:35:06 PM
502,3,1,2,10/20/2024 2:35:06 PM
503,2,1,2,6/14/2024 2:35:06 PM
504,5,1,3,4/18/2024 2:35:06 PM
505,7,1,2,8/4/2024 2:35:06 PM
506,6,1,4,7/17/2024 2:35:06 PM
507,6,1,2,3/29/2025 2:35:06 PM
508,3,1,1,3/21/2025 2:35:06 PM
509,6,1,1,6/9/2024 2:35:06 PM
510,5,1,4,3/1/2025 2:35:06 PM
511,4,1,1,2/18/2025 2:35:06 PM
512,3,1,4,6/21/2024 2:35:06 PM
513,6,1,2,7/11/2024 2:35:06 PM
514,7,1,1,4/26/2024 2:35:06 PM
515,1,1,4,3/26/2025 2:35:06 PM
516,4,1,5,1/26/2025 2:35:06 PM
517,4,1,5,6/30/2024 2:35:06 PM
518,2,1,4,7/12/2024 2:35:06 PM
519,2,1,5,2/14/2025 2:35:06 PM
520,5,1,3,9/8/2024 2:35:06 PM
521,7,1,3,5/7/2024 2:35:06 PM
522,3,1,2,9/20/2024 2:35:06 PM
523,3,1,2,8/12/2024 2:35:06 PM
524,2,1,5,2/25/2025 2:35:06 PM
525,2,1,3,2/5/2025 2:35:06 PM
526,3,1,5,2/10/2025 2:35:06 PM
527,2,1,1,7/9/2024 2:35:06 PM
528,5,1,4,12/16/2024 2:35:06 PM
529,2,1,2,5/27/2024 2:35:06 PM
530,7,1,5,2/1/2025 2:35:06 PM
531,5,1,2,12/12/2024 2:35:06 PM
532,4,1,2,12/16/2024 2:35:06 PM
533,1,1,1,7/18/2024 2:35:06 PM
534,1,1,3,8/27/2024 2:35:06 PM
535,5,1,1,1/22/2025 2:35:06 PM
536,2,1,3,1/3/2025 2:35:06 PM
537,6,1,2,6/21/2024 2:35:06 PM
538,1,1,2,6/7/2024 2:35:06 PM
539,5,1,3,9/24/2024 2:35:06 PM
540,2,1,2,2/2/2025 2:35:06 PM
541,7,1,5,1/23/2025 2:35:06 PM
542,2,1,2,10/31/2024 2:35:06 PM
543,1,1,5,12/17/2024 2:35:06 PM
544,7,1,2,3/13/2025 2:35:06 PM
545,3,1,2,7/14/2024 2:35:06 PM
546,6,1,5,2/3/2025 2:35:06 PM
547,1,1,4,8/6/2024 2:35:06 PM
548,2,1,3,1/30/2025 2:35:06 PM
549,7,1,2,2/5/2025 2:35:06 PM
550,1,1,2,8/30/2024 2:35:06 PM
551,6,1,2,9/27/2024 2:35:06 PM
552,1,1,4,3/15/2025 2:35:06 PM
553,1,1,4,5/1/2024 2:35:06 PM
554,4,1,5,6/24/2024 2:35:06 PM
555,6,1,4,5/9/2024 2:35:06 PM
556,4,1,2,8/19/2024 2:35:06 PM
557,2,1,1,9/8/2024 2:35:06 PM
558,1,1,4,11/30/2024 2:35:06 PM
559,3,1,4,9/15/2024 2:35:06 PM
560,6,1,1,8/7/2024 2:35:06 PM
561,1,1,4,2/6/2025 2:35:06 PM
562,1,1,5,6/4/2024 2:35:06 PM
563,5,1,1,9/12/2024 2:35:06 PM
564,4,1,4,6/15/2024 2:35:06 PM
565,6,1,1,11/18/2024 2:35:06 PM
566,4,1,1,8/4/2024 2:35:06 PM
567,5,1,3,1/7/2025 2:35:06 PM
568,4,1,1,5/22/2024 2:35:06 PM
569,7,1,3,9/18/2024 2:35:06 PM
570,5,1,3,7/14/2024 2:35:06 PM
571,7,1,1,5/12/2024 2:35:06 PM
572,3,1,4,3/11/2025 2:35:06 PM
573,4,1,3,12/10/2024 2:35:06 PM
574,3,1,5,11/23/2024 2:35:06 PM
575,7,1,1,2/28/2025 2:35:06 PM
576,1,1,3,7/6/2024 2:35:06 PM
577,2,1,1,1/5/2025 2:35:06 PM
578,3,1,2,7/15/2024 2:35:06 PM
579,2,1,3,12/24/2024 2:35:06 PM
580,5,1,4,6/21/2024 2:35:06 PM
